ts,alert_type,src_ip,dst_ip,details
2025-08-05 03:50:02,SYN Flood,144.71.175.144,192.168.1.109,"SYN flood from 144.71.175.144, 1066 SYN packets in 10 s"
2025-08-04 20:58:31,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 694 SYN packets in 1 s"
2025-08-04 15:33:49,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 969 SYN packets in 10 s"
2025-08-05 00:34:50,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 750 packets to 192.168.1.109 in 6 s
2025-08-04 17:01:05,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 1161 SYN packets in 4 s"
2025-08-04 18:39:25,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 112 ports in 7 s
2025-08-04 12:31:41,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 118 ports in 5 s
2025-08-04 23:05:14,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 77 ports in 10 s
2025-08-04 15:43:42,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 598 SYN packets in 2 s"
2025-08-05 01:43:19,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 1834 packets to 192.168.1.109 in 17 s
2025-08-04 20:34:54,DDoS,144.71.175.144,192.168.1.109,"61 sources, 4061 packets → 192.168.1.109 in 12 s"
2025-08-04 14:54:42,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 528 SYN packets in 2 s"
2025-08-05 08:19:31,DDoS,192.221.120.3,192.168.1.109,"21 sources, 4726 packets → 192.168.1.109 in 11 s"
2025-08-04 12:42:00,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 87 ports in 3 s
2025-08-04 20:51:29,DoS,169.96.103.60,192.168.1.109,169.96.103.60 sent 1886 packets to 192.168.1.109 in 7 s
2025-08-04 19:22:44,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 1367 packets to 192.168.1.109 in 20 s
2025-08-04 22:21:14,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 1011 packets to 192.168.1.109 in 5 s
2025-08-05 04:31:01,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 125 ports in 9 s
2025-08-04 13:13:40,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 1382 SYN packets in 4 s"
2025-08-04 16:37:10,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 51 ports in 9 s
2025-08-05 00:54:14,SYN Flood,144.71.175.144,192.168.1.109,"SYN flood from 144.71.175.144, 533 SYN packets in 3 s"
2025-08-04 17:11:15,SYN Flood,144.71.175.144,192.168.1.109,"SYN flood from 144.71.175.144, 699 SYN packets in 6 s"
2025-08-05 02:35:54,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 581 packets to 192.168.1.109 in 19 s
2025-08-04 13:19:50,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 606 SYN packets in 6 s"
2025-08-05 04:26:07,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 616 SYN packets in 4 s"
2025-08-05 01:02:07,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 768 SYN packets in 10 s"
2025-08-05 05:26:15,DDoS,16.59.0.134,192.168.1.109,"80 sources, 3790 packets → 192.168.1.109 in 11 s"
2025-08-04 21:30:01,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 72 ports in 5 s
2025-08-04 17:56:44,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 1297 packets to 192.168.1.109 in 15 s
2025-08-05 07:45:55,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 108 ports in 6 s
2025-08-04 13:50:38,DoS,135.97.14.21,192.168.1.109,135.97.14.21 sent 528 packets to 192.168.1.109 in 20 s
2025-08-04 19:16:15,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 1886 packets to 192.168.1.109 in 19 s
2025-08-04 22:59:33,DDoS,188.97.74.179,192.168.1.109,"41 sources, 4993 packets → 192.168.1.109 in 10 s"
2025-08-05 00:17:59,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 576 packets to 192.168.1.109 in 20 s
2025-08-05 01:40:58,DoS,169.96.103.60,192.168.1.109,169.96.103.60 sent 872 packets to 192.168.1.109 in 13 s
2025-08-04 22:45:39,DDoS,135.97.14.21,192.168.1.109,"63 sources, 3588 packets → 192.168.1.109 in 5 s"
2025-08-04 11:08:01,DDoS,169.96.103.60,192.168.1.109,"70 sources, 1252 packets → 192.168.1.109 in 9 s"
2025-08-05 02:11:59,DDoS,144.71.175.144,192.168.1.109,"42 sources, 4718 packets → 192.168.1.109 in 5 s"
2025-08-04 22:04:29,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 585 SYN packets in 5 s"
2025-08-04 14:16:45,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 737 packets to 192.168.1.109 in 5 s
2025-08-05 08:28:39,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 145 ports in 10 s
2025-08-05 09:28:08,DDoS,192.72.98.152,192.168.1.109,"93 sources, 4963 packets → 192.168.1.109 in 20 s"
2025-08-04 14:37:51,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 568 packets to 192.168.1.109 in 11 s
2025-08-05 08:10:39,DDoS,219.130.202.109,192.168.1.109,"24 sources, 2553 packets → 192.168.1.109 in 16 s"
2025-08-04 19:51:23,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 60 ports in 8 s
2025-08-04 12:50:24,DDoS,188.97.74.179,192.168.1.109,"54 sources, 2257 packets → 192.168.1.109 in 18 s"
2025-08-05 03:09:56,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 1550 packets to 192.168.1.109 in 17 s
2025-08-04 18:17:20,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 1447 SYN packets in 5 s"
2025-08-05 06:17:34,DDoS,135.97.14.21,192.168.1.109,"27 sources, 2699 packets → 192.168.1.109 in 5 s"
2025-08-04 11:46:34,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 914 packets to 192.168.1.109 in 11 s
2025-08-04 14:11:51,DDoS,144.71.175.144,192.168.1.109,"100 sources, 2723 packets → 192.168.1.109 in 15 s"
2025-08-05 04:33:49,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 1408 packets to 192.168.1.109 in 5 s
2025-08-04 17:27:53,SYN Flood,219.130.202.109,192.168.1.109,"SYN flood from 219.130.202.109, 719 SYN packets in 9 s"
2025-08-04 18:23:03,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 1104 packets to 192.168.1.109 in 17 s
2025-08-04 14:26:31,DDoS,180.252.123.192,192.168.1.109,"25 sources, 2802 packets → 192.168.1.109 in 10 s"
2025-08-05 03:23:12,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 1020 packets to 192.168.1.109 in 15 s
2025-08-04 15:35:56,DDoS,180.252.123.192,192.168.1.109,"49 sources, 3139 packets → 192.168.1.109 in 12 s"
2025-08-04 15:32:23,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 1220 SYN packets in 9 s"
2025-08-05 07:26:20,DDoS,20.218.159.191,192.168.1.109,"84 sources, 1913 packets → 192.168.1.109 in 7 s"
2025-08-05 03:04:54,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 83 ports in 7 s
2025-08-05 04:54:34,SYN Flood,219.130.202.109,192.168.1.109,"SYN flood from 219.130.202.109, 1392 SYN packets in 9 s"
2025-08-04 13:31:31,DDoS,16.59.0.134,192.168.1.109,"27 sources, 2602 packets → 192.168.1.109 in 12 s"
2025-08-05 02:39:28,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 886 packets to 192.168.1.109 in 18 s
2025-08-05 04:56:31,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 102 ports in 7 s
2025-08-04 19:47:45,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 1835 packets to 192.168.1.109 in 9 s
2025-08-05 10:29:33,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 91 ports in 6 s
2025-08-04 16:57:42,DDoS,180.252.123.192,192.168.1.109,"42 sources, 1143 packets → 192.168.1.109 in 11 s"
2025-08-05 01:04:39,DDoS,169.96.103.60,192.168.1.109,"34 sources, 2284 packets → 192.168.1.109 in 12 s"
2025-08-04 11:13:04,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 1982 packets to 192.168.1.109 in 20 s
2025-08-04 15:24:00,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 980 SYN packets in 1 s"
2025-08-04 20:19:43,SYN Flood,169.96.103.60,192.168.1.109,"SYN flood from 169.96.103.60, 996 SYN packets in 3 s"
2025-08-04 17:29:52,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 1281 packets to 192.168.1.109 in 18 s
2025-08-05 02:49:04,DDoS,192.221.120.3,192.168.1.109,"54 sources, 3412 packets → 192.168.1.109 in 7 s"
2025-08-04 12:10:45,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 71 ports in 1 s
2025-08-05 02:05:12,DDoS,188.97.74.179,192.168.1.109,"87 sources, 2107 packets → 192.168.1.109 in 8 s"
2025-08-04 22:22:44,DDoS,180.252.123.192,192.168.1.109,"27 sources, 3933 packets → 192.168.1.109 in 13 s"
2025-08-04 17:12:23,DDoS,144.71.175.144,192.168.1.109,"34 sources, 2238 packets → 192.168.1.109 in 6 s"
2025-08-05 00:09:56,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 145 ports in 7 s
2025-08-05 05:05:00,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 147 ports in 7 s
2025-08-04 20:54:16,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 938 packets to 192.168.1.109 in 17 s
2025-08-05 02:33:37,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 1450 packets to 192.168.1.109 in 9 s
2025-08-05 04:41:57,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 707 packets to 192.168.1.109 in 5 s
2025-08-04 11:01:49,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 1596 packets to 192.168.1.109 in 10 s
2025-08-05 00:37:00,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 113 ports in 4 s
2025-08-05 03:42:34,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 1522 packets to 192.168.1.109 in 18 s
2025-08-05 08:07:00,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 761 SYN packets in 4 s"
2025-08-04 21:30:27,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 125 ports in 8 s
2025-08-04 16:06:53,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 504 packets to 192.168.1.109 in 13 s
2025-08-04 22:23:46,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 125 ports in 9 s
2025-08-04 21:10:07,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 1831 packets to 192.168.1.109 in 14 s
2025-08-04 11:11:09,DDoS,169.96.103.60,192.168.1.109,"73 sources, 4805 packets → 192.168.1.109 in 20 s"
2025-08-04 12:41:49,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 1250 SYN packets in 8 s"
2025-08-05 01:17:16,DDoS,180.252.123.192,192.168.1.109,"100 sources, 3968 packets → 192.168.1.109 in 16 s"
2025-08-05 01:16:37,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 69 ports in 1 s
2025-08-04 15:45:35,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 84 ports in 1 s
2025-08-05 01:02:02,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 808 SYN packets in 1 s"
2025-08-05 08:58:55,DDoS,169.96.103.60,192.168.1.109,"99 sources, 1618 packets → 192.168.1.109 in 11 s"
2025-08-05 07:39:06,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 119 ports in 9 s
2025-08-05 07:11:35,DDoS,135.97.14.21,192.168.1.109,"28 sources, 1829 packets → 192.168.1.109 in 9 s"
2025-08-05 05:51:19,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 1343 packets to 192.168.1.109 in 5 s
2025-08-05 04:07:14,SYN Flood,219.130.202.109,192.168.1.109,"SYN flood from 219.130.202.109, 994 SYN packets in 1 s"
2025-08-05 05:47:31,SYN Flood,169.96.103.60,192.168.1.109,"SYN flood from 169.96.103.60, 762 SYN packets in 10 s"
2025-08-05 09:19:50,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 1703 packets to 192.168.1.109 in 18 s
2025-08-04 19:08:36,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 831 packets to 192.168.1.109 in 13 s
2025-08-04 16:15:19,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 139 ports in 7 s
2025-08-05 09:21:34,DDoS,20.218.159.191,192.168.1.109,"31 sources, 3529 packets → 192.168.1.109 in 9 s"
2025-08-04 20:50:59,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 719 SYN packets in 8 s"
2025-08-05 05:57:49,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 1212 SYN packets in 9 s"
2025-08-04 14:43:42,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 1654 packets to 192.168.1.109 in 12 s
2025-08-04 11:22:40,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 1624 packets to 192.168.1.109 in 18 s
2025-08-04 20:24:00,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 124 ports in 8 s
2025-08-05 02:12:26,DDoS,144.71.175.144,192.168.1.109,"83 sources, 3731 packets → 192.168.1.109 in 9 s"
2025-08-05 07:45:31,DDoS,192.72.98.152,192.168.1.109,"38 sources, 2739 packets → 192.168.1.109 in 16 s"
2025-08-04 12:36:52,SYN Flood,219.130.202.109,192.168.1.109,"SYN flood from 219.130.202.109, 1044 SYN packets in 8 s"
