ts,alert_type,src_ip,dst_ip,details,model_name
2025-08-07 06:56:48,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 113 ports in 7 s,Random Forest
2025-08-06 19:29:59,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 584 packets to 192.168.1.109 in 7 s,Linear SVM
2025-08-07 03:33:00,Port Scan,171.128.117.50,192.168.1.109,171.128.117.50 scanned 89 ports in 1 s,Decision Tree
2025-08-07 21:07:09,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 1497 SYN packets in 3 s",Linear SVM
2025-08-08 12:25:24,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 785 packets to 192.168.1.109 in 17 s,Linear SVM
2025-08-07 21:31:17,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 1614 packets to 192.168.1.109 in 11 s,Random Forest
2025-08-08 06:03:46,DoS,106.238.102.25,192.168.1.109,106.238.102.25 sent 714 packets to 192.168.1.109 in 8 s,Decision Tree
2025-08-06 22:15:18,DDoS,199.41.115.196,192.168.1.109,"99 sources, 1650 packets → 192.168.1.109 in 11 s",Random Forest
2025-08-07 13:56:50,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 64 ports in 8 s,Linear SVM
2025-08-08 06:51:40,DDoS,171.128.117.50,192.168.1.109,"57 sources, 4856 packets → 192.168.1.109 in 13 s",Random Forest
2025-08-08 06:18:14,Port Scan,106.238.102.25,192.168.1.109,106.238.102.25 scanned 82 ports in 10 s,Decision Tree
2025-08-08 14:12:16,Port Scan,160.131.131.225,192.168.1.109,160.131.131.225 scanned 76 ports in 7 s,Random Forest
2025-08-07 09:48:47,DDoS,171.128.117.50,192.168.1.109,"34 sources, 2984 packets → 192.168.1.109 in 16 s",Random Forest
2025-08-08 05:59:44,DoS,121.40.229.158,192.168.1.109,121.40.229.158 sent 1644 packets to 192.168.1.109 in 15 s,Linear SVM
2025-08-07 04:59:39,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 696 SYN packets in 7 s",Linear SVM
2025-08-08 03:39:09,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 568 SYN packets in 9 s",Linear SVM
2025-08-07 20:25:56,DDoS,160.131.131.225,192.168.1.109,"35 sources, 3074 packets → 192.168.1.109 in 18 s",Decision Tree
2025-08-08 17:33:14,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 1412 SYN packets in 9 s",Decision Tree
2025-08-07 03:21:58,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 828 SYN packets in 3 s",Linear SVM
2025-08-06 19:40:25,DDoS,160.131.131.225,192.168.1.109,"82 sources, 3754 packets → 192.168.1.109 in 5 s",Random Forest
2025-08-06 23:58:40,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 551 SYN packets in 10 s",Linear SVM
2025-08-07 17:33:08,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 1259 packets to 192.168.1.109 in 19 s,Linear SVM
2025-08-06 20:00:54,DoS,121.40.229.158,192.168.1.109,121.40.229.158 sent 1040 packets to 192.168.1.109 in 15 s,Decision Tree
2025-08-08 08:29:35,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 1320 packets to 192.168.1.109 in 16 s,Decision Tree
2025-08-07 23:32:46,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 1221 SYN packets in 1 s",Linear SVM
2025-08-07 00:39:05,DDoS,199.41.115.196,192.168.1.109,"75 sources, 2136 packets → 192.168.1.109 in 17 s",Random Forest
2025-08-08 00:58:32,Port Scan,102.122.195.70,192.168.1.109,102.122.195.70 scanned 136 ports in 8 s,Linear SVM
2025-08-07 10:41:45,DoS,207.106.9.199,192.168.1.109,207.106.9.199 sent 1508 packets to 192.168.1.109 in 6 s,Random Forest
2025-08-07 11:17:46,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 1922 packets to 192.168.1.109 in 17 s,Decision Tree
2025-08-08 10:15:30,DDoS,116.17.206.208,192.168.1.109,"98 sources, 3914 packets → 192.168.1.109 in 11 s",Decision Tree
2025-08-07 16:29:26,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 550 packets to 192.168.1.109 in 15 s,Random Forest
2025-08-08 06:41:57,Port Scan,121.40.229.158,192.168.1.109,121.40.229.158 scanned 58 ports in 2 s,Linear SVM
2025-08-08 16:27:46,Port Scan,207.106.9.199,192.168.1.109,207.106.9.199 scanned 140 ports in 10 s,Linear SVM
2025-08-07 06:43:00,Port Scan,106.238.102.25,192.168.1.109,106.238.102.25 scanned 68 ports in 10 s,Decision Tree
2025-08-08 18:25:58,Port Scan,121.40.229.158,192.168.1.109,121.40.229.158 scanned 59 ports in 9 s,Linear SVM
2025-08-08 10:51:41,DDoS,102.122.195.70,192.168.1.109,"68 sources, 1177 packets → 192.168.1.109 in 10 s",Decision Tree
2025-08-07 13:50:05,Port Scan,171.128.117.50,192.168.1.109,171.128.117.50 scanned 107 ports in 1 s,Linear SVM
2025-08-06 21:16:44,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 512 SYN packets in 10 s",Random Forest
2025-08-08 05:00:32,DDoS,207.106.9.199,192.168.1.109,"80 sources, 3435 packets → 192.168.1.109 in 13 s",Decision Tree
2025-08-07 11:48:35,Port Scan,202.144.204.132,192.168.1.109,202.144.204.132 scanned 98 ports in 6 s,Random Forest
2025-08-06 20:53:55,DoS,121.40.229.158,192.168.1.109,121.40.229.158 sent 1648 packets to 192.168.1.109 in 14 s,Decision Tree
2025-08-08 18:11:32,DoS,116.17.206.208,192.168.1.109,116.17.206.208 sent 1754 packets to 192.168.1.109 in 12 s,Decision Tree
2025-08-07 11:18:17,DoS,116.17.206.208,192.168.1.109,116.17.206.208 sent 1920 packets to 192.168.1.109 in 14 s,Linear SVM
2025-08-08 13:54:08,Port Scan,116.17.206.208,192.168.1.109,116.17.206.208 scanned 125 ports in 5 s,Decision Tree
2025-08-08 16:19:16,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 1446 packets to 192.168.1.109 in 17 s,Linear SVM
2025-08-07 10:51:37,SYN Flood,202.144.204.132,192.168.1.109,"SYN flood from 202.144.204.132, 1275 SYN packets in 8 s",Random Forest
2025-08-07 08:47:26,Port Scan,160.131.131.225,192.168.1.109,160.131.131.225 scanned 97 ports in 4 s,Decision Tree
2025-08-07 20:07:44,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 1819 packets to 192.168.1.109 in 7 s,Linear SVM
2025-08-07 07:07:58,DDoS,102.122.195.70,192.168.1.109,"89 sources, 2101 packets → 192.168.1.109 in 14 s",Linear SVM
2025-08-07 03:14:23,DDoS,207.106.9.199,192.168.1.109,"35 sources, 2940 packets → 192.168.1.109 in 13 s",Decision Tree
2025-08-06 23:41:25,DDoS,173.104.27.33,192.168.1.109,"82 sources, 2385 packets → 192.168.1.109 in 17 s",Random Forest
2025-08-07 15:05:12,DDoS,173.104.27.33,192.168.1.109,"68 sources, 4146 packets → 192.168.1.109 in 17 s",Linear SVM
2025-08-07 19:28:09,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 68 ports in 1 s,Decision Tree
2025-08-08 03:09:37,SYN Flood,121.40.229.158,192.168.1.109,"SYN flood from 121.40.229.158, 991 SYN packets in 2 s",Random Forest
2025-08-06 21:47:35,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 115 ports in 5 s,Linear SVM
2025-08-08 09:47:53,DDoS,207.106.9.199,192.168.1.109,"58 sources, 1521 packets → 192.168.1.109 in 20 s",Random Forest
2025-08-07 03:15:59,DDoS,199.41.115.196,192.168.1.109,"47 sources, 2821 packets → 192.168.1.109 in 8 s",Decision Tree
2025-08-06 18:49:31,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 1575 packets to 192.168.1.109 in 17 s,Linear SVM
2025-08-07 08:07:04,Port Scan,116.17.206.208,192.168.1.109,116.17.206.208 scanned 53 ports in 6 s,Linear SVM
2025-08-07 10:13:03,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 1016 SYN packets in 5 s",Random Forest
2025-08-06 22:03:02,Port Scan,202.144.204.132,192.168.1.109,202.144.204.132 scanned 142 ports in 7 s,Linear SVM
2025-08-07 13:26:52,SYN Flood,121.40.229.158,192.168.1.109,"SYN flood from 121.40.229.158, 672 SYN packets in 7 s",Linear SVM
2025-08-07 21:46:34,Port Scan,171.128.117.50,192.168.1.109,171.128.117.50 scanned 150 ports in 7 s,Random Forest
2025-08-06 21:20:57,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 70 ports in 8 s,Random Forest
2025-08-07 10:54:13,DDoS,160.131.131.225,192.168.1.109,"67 sources, 3875 packets → 192.168.1.109 in 17 s",Decision Tree
2025-08-08 00:44:21,DDoS,207.106.9.199,192.168.1.109,"82 sources, 2492 packets → 192.168.1.109 in 20 s",Linear SVM
2025-08-08 12:48:13,DDoS,173.104.27.33,192.168.1.109,"44 sources, 2351 packets → 192.168.1.109 in 17 s",Random Forest
2025-08-07 01:47:12,SYN Flood,202.144.204.132,192.168.1.109,"SYN flood from 202.144.204.132, 940 SYN packets in 7 s",Linear SVM
2025-08-08 05:02:00,DDoS,121.40.229.158,192.168.1.109,"74 sources, 3079 packets → 192.168.1.109 in 11 s",Linear SVM
2025-08-08 10:47:23,Port Scan,202.144.204.132,192.168.1.109,202.144.204.132 scanned 88 ports in 5 s,Random Forest
2025-08-07 23:28:33,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 64 ports in 8 s,Random Forest
2025-08-06 20:06:53,DDoS,207.106.9.199,192.168.1.109,"22 sources, 3881 packets → 192.168.1.109 in 18 s",Random Forest
2025-08-07 13:19:45,DoS,116.17.206.208,192.168.1.109,116.17.206.208 sent 983 packets to 192.168.1.109 in 20 s,Random Forest
2025-08-07 03:14:25,DDoS,207.106.9.199,192.168.1.109,"40 sources, 1555 packets → 192.168.1.109 in 19 s",Decision Tree
2025-08-08 00:19:31,SYN Flood,102.122.195.70,192.168.1.109,"SYN flood from 102.122.195.70, 798 SYN packets in 3 s",Linear SVM
2025-08-08 05:02:23,Port Scan,121.40.229.158,192.168.1.109,121.40.229.158 scanned 145 ports in 9 s,Linear SVM
2025-08-07 02:44:18,DDoS,207.106.9.199,192.168.1.109,"31 sources, 3278 packets → 192.168.1.109 in 7 s",Random Forest
2025-08-08 06:21:49,DDoS,199.41.115.196,192.168.1.109,"23 sources, 1875 packets → 192.168.1.109 in 8 s",Linear SVM
2025-08-07 04:49:12,DDoS,171.128.117.50,192.168.1.109,"86 sources, 1895 packets → 192.168.1.109 in 17 s",Linear SVM
2025-08-08 03:18:48,SYN Flood,121.40.229.158,192.168.1.109,"SYN flood from 121.40.229.158, 1323 SYN packets in 1 s",Decision Tree
2025-08-07 05:03:56,Port Scan,202.144.204.132,192.168.1.109,202.144.204.132 scanned 130 ports in 6 s,Linear SVM
2025-08-08 14:49:49,Port Scan,121.40.229.158,192.168.1.109,121.40.229.158 scanned 89 ports in 5 s,Random Forest
2025-08-07 05:47:31,Port Scan,207.106.9.199,192.168.1.109,207.106.9.199 scanned 123 ports in 2 s,Random Forest
2025-08-07 06:03:45,DDoS,116.17.206.208,192.168.1.109,"89 sources, 1229 packets → 192.168.1.109 in 19 s",Decision Tree
2025-08-08 11:36:12,Port Scan,116.17.206.208,192.168.1.109,116.17.206.208 scanned 97 ports in 8 s,Decision Tree
2025-08-08 02:35:58,Port Scan,202.144.204.132,192.168.1.109,202.144.204.132 scanned 62 ports in 4 s,Decision Tree
2025-08-08 17:56:01,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 809 SYN packets in 4 s",Random Forest
2025-08-07 15:17:26,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 125 ports in 8 s,Random Forest
2025-08-08 01:34:08,Port Scan,102.122.195.70,192.168.1.109,102.122.195.70 scanned 144 ports in 1 s,Linear SVM
2025-08-08 02:39:21,SYN Flood,102.122.195.70,192.168.1.109,"SYN flood from 102.122.195.70, 1258 SYN packets in 6 s",Random Forest
2025-08-08 18:19:59,DoS,106.238.102.25,192.168.1.109,106.238.102.25 sent 1059 packets to 192.168.1.109 in 10 s,Linear SVM
2025-08-07 17:48:10,Port Scan,121.40.229.158,192.168.1.109,121.40.229.158 scanned 83 ports in 10 s,Random Forest
2025-08-08 17:56:57,SYN Flood,173.104.27.33,192.168.1.109,"SYN flood from 173.104.27.33, 1402 SYN packets in 5 s",Linear SVM
2025-08-08 14:28:35,SYN Flood,202.144.204.132,192.168.1.109,"SYN flood from 202.144.204.132, 1293 SYN packets in 6 s",Decision Tree
2025-08-07 18:20:48,DoS,116.17.206.208,192.168.1.109,116.17.206.208 sent 734 packets to 192.168.1.109 in 5 s,Decision Tree
2025-08-08 08:10:24,Port Scan,207.106.9.199,192.168.1.109,207.106.9.199 scanned 118 ports in 2 s,Random Forest
2025-08-07 18:27:28,Port Scan,102.122.195.70,192.168.1.109,102.122.195.70 scanned 63 ports in 10 s,Linear SVM
2025-08-07 08:44:56,DoS,160.131.131.225,192.168.1.109,160.131.131.225 sent 838 packets to 192.168.1.109 in 17 s,Linear SVM
2025-08-07 10:32:48,SYN Flood,171.128.117.50,192.168.1.109,"SYN flood from 171.128.117.50, 1198 SYN packets in 9 s",Linear SVM
2025-08-06 23:24:37,SYN Flood,171.128.117.50,192.168.1.109,"SYN flood from 171.128.117.50, 946 SYN packets in 10 s",Decision Tree
2025-08-07 14:57:55,DDoS,207.106.9.199,192.168.1.109,"36 sources, 1696 packets → 192.168.1.109 in 12 s",Linear SVM
2025-08-06 20:10:51,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 1120 SYN packets in 3 s",Random Forest
2025-08-07 15:18:16,SYN Flood,121.40.229.158,192.168.1.109,"SYN flood from 121.40.229.158, 783 SYN packets in 8 s",Random Forest
2025-08-08 11:28:50,SYN Flood,102.122.195.70,192.168.1.109,"SYN flood from 102.122.195.70, 1105 SYN packets in 1 s",Random Forest
2025-08-08 15:41:28,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 515 SYN packets in 6 s",Decision Tree
2025-08-07 18:51:46,DoS,116.17.206.208,192.168.1.109,116.17.206.208 sent 1638 packets to 192.168.1.109 in 11 s,Linear SVM
2025-08-08 04:55:06,DDoS,102.122.195.70,192.168.1.109,"95 sources, 4104 packets → 192.168.1.109 in 10 s",Random Forest
2025-08-07 16:21:17,DDoS,171.128.117.50,192.168.1.109,"23 sources, 3264 packets → 192.168.1.109 in 20 s",Random Forest
2025-08-07 04:05:38,DDoS,106.238.102.25,192.168.1.109,"23 sources, 2525 packets → 192.168.1.109 in 6 s",Random Forest
2025-08-07 03:36:47,DoS,116.17.206.208,192.168.1.109,116.17.206.208 sent 1163 packets to 192.168.1.109 in 5 s,Linear SVM
2025-08-06 22:36:32,DoS,106.238.102.25,192.168.1.109,106.238.102.25 sent 967 packets to 192.168.1.109 in 16 s,Linear SVM
2025-08-07 19:00:03,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 143 ports in 8 s,Linear SVM
2025-08-07 22:12:25,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 1178 SYN packets in 9 s",Decision Tree
2025-08-07 05:10:28,Port Scan,171.128.117.50,192.168.1.109,171.128.117.50 scanned 112 ports in 2 s,Random Forest
2025-08-07 05:36:55,DDoS,106.238.102.25,192.168.1.109,"57 sources, 3966 packets → 192.168.1.109 in 19 s",Random Forest
2025-08-07 16:49:01,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 906 SYN packets in 1 s",Decision Tree
2025-08-07 17:58:56,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 712 SYN packets in 9 s",Decision Tree
2025-08-06 22:59:45,DDoS,202.144.204.132,192.168.1.109,"89 sources, 1891 packets → 192.168.1.109 in 17 s",Decision Tree
2025-08-07 14:00:30,Port Scan,106.238.102.25,192.168.1.109,106.238.102.25 scanned 90 ports in 5 s,Random Forest
2025-08-07 23:17:52,DDoS,160.131.131.225,192.168.1.109,"30 sources, 2450 packets → 192.168.1.109 in 6 s",Random Forest
2025-08-08 12:36:49,Port Scan,106.238.102.25,192.168.1.109,106.238.102.25 scanned 146 ports in 8 s,Decision Tree
2025-08-07 22:24:43,DDoS,199.41.115.196,192.168.1.109,"24 sources, 1274 packets → 192.168.1.109 in 14 s",Random Forest
2025-08-07 05:18:21,SYN Flood,116.17.206.208,192.168.1.109,"SYN flood from 116.17.206.208, 810 SYN packets in 7 s",Linear SVM
2025-08-08 02:38:04,Port Scan,207.106.9.199,192.168.1.109,207.106.9.199 scanned 141 ports in 9 s,Random Forest
2025-08-08 15:35:12,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 103 ports in 8 s,Random Forest
2025-08-06 23:23:49,DDoS,202.144.204.132,192.168.1.109,"80 sources, 1138 packets → 192.168.1.109 in 6 s",Linear SVM
2025-08-08 15:39:53,DoS,160.131.131.225,192.168.1.109,160.131.131.225 sent 736 packets to 192.168.1.109 in 7 s,Random Forest
2025-08-07 04:05:57,DoS,121.40.229.158,192.168.1.109,121.40.229.158 sent 1396 packets to 192.168.1.109 in 15 s,Decision Tree
2025-08-08 10:22:04,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 678 SYN packets in 6 s",Linear SVM
2025-08-08 13:51:38,Port Scan,207.106.9.199,192.168.1.109,207.106.9.199 scanned 84 ports in 3 s,Linear SVM
2025-08-08 11:19:00,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 1835 packets to 192.168.1.109 in 19 s,Random Forest
2025-08-08 12:25:56,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 1689 packets to 192.168.1.109 in 20 s,Linear SVM
2025-08-07 11:50:01,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 525 SYN packets in 9 s",Decision Tree
2025-08-08 14:57:10,DDoS,160.131.131.225,192.168.1.109,"25 sources, 1156 packets → 192.168.1.109 in 16 s",Random Forest
2025-08-08 09:48:19,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 1201 SYN packets in 4 s",Random Forest
2025-08-07 14:19:59,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 68 ports in 3 s,Random Forest
2025-08-08 01:06:10,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 1036 packets to 192.168.1.109 in 10 s,Random Forest
2025-08-08 06:51:03,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 833 packets to 192.168.1.109 in 20 s,Decision Tree
2025-08-07 03:40:05,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 1295 SYN packets in 1 s",Linear SVM
2025-08-08 01:28:03,DDoS,207.106.9.199,192.168.1.109,"46 sources, 3860 packets → 192.168.1.109 in 17 s",Linear SVM
2025-08-07 18:17:49,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 840 SYN packets in 7 s",Decision Tree
2025-08-06 20:34:23,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 1366 SYN packets in 4 s",Decision Tree
2025-08-07 23:13:27,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 1947 packets to 192.168.1.109 in 14 s,Linear SVM
2025-08-07 07:54:28,DDoS,102.122.195.70,192.168.1.109,"53 sources, 2980 packets → 192.168.1.109 in 17 s",Decision Tree
2025-08-07 05:04:12,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 956 packets to 192.168.1.109 in 7 s,Linear SVM
2025-08-08 15:41:31,DoS,121.40.229.158,192.168.1.109,121.40.229.158 sent 1075 packets to 192.168.1.109 in 18 s,Random Forest
2025-08-07 11:39:04,DDoS,160.131.131.225,192.168.1.109,"24 sources, 4681 packets → 192.168.1.109 in 11 s",Linear SVM
2025-08-08 06:21:34,DDoS,207.106.9.199,192.168.1.109,"53 sources, 1276 packets → 192.168.1.109 in 20 s",Decision Tree
2025-08-07 19:46:32,DDoS,102.122.195.70,192.168.1.109,"95 sources, 3370 packets → 192.168.1.109 in 19 s",Random Forest
2025-08-07 07:15:52,DDoS,106.238.102.25,192.168.1.109,"79 sources, 4279 packets → 192.168.1.109 in 10 s",Random Forest
2025-08-07 18:11:45,DoS,160.131.131.225,192.168.1.109,160.131.131.225 sent 1033 packets to 192.168.1.109 in 5 s,Random Forest
2025-08-08 00:17:33,SYN Flood,116.17.206.208,192.168.1.109,"SYN flood from 116.17.206.208, 1240 SYN packets in 4 s",Decision Tree
2025-08-07 10:11:43,DDoS,102.122.195.70,192.168.1.109,"79 sources, 1689 packets → 192.168.1.109 in 7 s",Linear SVM
2025-08-08 15:17:55,DoS,121.40.229.158,192.168.1.109,121.40.229.158 sent 1705 packets to 192.168.1.109 in 18 s,Decision Tree
2025-08-08 04:51:15,DoS,160.131.131.225,192.168.1.109,160.131.131.225 sent 1087 packets to 192.168.1.109 in 13 s,Random Forest
2025-08-08 07:29:52,DDoS,171.128.117.50,192.168.1.109,"91 sources, 4791 packets → 192.168.1.109 in 17 s",Random Forest
2025-08-07 23:00:32,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 835 packets to 192.168.1.109 in 19 s,Random Forest
2025-08-07 10:00:40,DoS,173.104.27.33,192.168.1.109,173.104.27.33 sent 1681 packets to 192.168.1.109 in 12 s,Linear SVM
2025-08-07 17:25:21,DoS,106.238.102.25,192.168.1.109,106.238.102.25 sent 833 packets to 192.168.1.109 in 20 s,Random Forest
2025-08-07 04:08:35,Port Scan,160.131.131.225,192.168.1.109,160.131.131.225 scanned 150 ports in 9 s,Linear SVM
2025-08-07 11:15:50,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 121 ports in 1 s,Linear SVM
2025-08-07 03:42:09,Port Scan,202.144.204.132,192.168.1.109,202.144.204.132 scanned 67 ports in 10 s,Decision Tree
2025-08-07 02:35:49,Port Scan,160.131.131.225,192.168.1.109,160.131.131.225 scanned 89 ports in 7 s,Linear SVM
2025-08-08 01:09:21,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 86 ports in 8 s,Decision Tree
2025-08-07 21:19:58,DoS,116.17.206.208,192.168.1.109,116.17.206.208 sent 859 packets to 192.168.1.109 in 8 s,Linear SVM
2025-08-08 13:02:57,Port Scan,116.17.206.208,192.168.1.109,116.17.206.208 scanned 91 ports in 5 s,Random Forest
2025-08-07 02:15:40,Port Scan,160.131.131.225,192.168.1.109,160.131.131.225 scanned 149 ports in 7 s,Decision Tree
2025-08-07 17:44:17,DDoS,116.17.206.208,192.168.1.109,"20 sources, 3630 packets → 192.168.1.109 in 19 s",Random Forest
2025-08-08 14:23:49,DDoS,173.104.27.33,192.168.1.109,"77 sources, 2105 packets → 192.168.1.109 in 6 s",Random Forest
2025-08-08 05:08:06,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 913 SYN packets in 3 s",Decision Tree
2025-08-08 14:54:36,DDoS,199.41.115.196,192.168.1.109,"51 sources, 2168 packets → 192.168.1.109 in 5 s",Random Forest
2025-08-07 14:56:32,DoS,116.17.206.208,192.168.1.109,116.17.206.208 sent 1869 packets to 192.168.1.109 in 15 s,Decision Tree
2025-08-06 22:56:13,SYN Flood,116.17.206.208,192.168.1.109,"SYN flood from 116.17.206.208, 1328 SYN packets in 4 s",Random Forest
2025-08-08 06:49:35,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 1167 packets to 192.168.1.109 in 5 s,Decision Tree
2025-08-07 00:12:34,DDoS,121.40.229.158,192.168.1.109,"98 sources, 3984 packets → 192.168.1.109 in 10 s",Linear SVM
2025-08-08 00:51:24,Port Scan,207.106.9.199,192.168.1.109,207.106.9.199 scanned 105 ports in 7 s,Random Forest
2025-08-07 15:18:00,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 1317 packets to 192.168.1.109 in 6 s,Random Forest
2025-08-07 09:53:44,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 644 SYN packets in 5 s",Linear SVM
2025-08-07 16:34:43,DDoS,199.41.115.196,192.168.1.109,"28 sources, 3381 packets → 192.168.1.109 in 5 s",Random Forest
2025-08-07 22:29:23,SYN Flood,102.122.195.70,192.168.1.109,"SYN flood from 102.122.195.70, 1236 SYN packets in 4 s",Linear SVM
2025-08-07 20:04:07,DDoS,199.41.115.196,192.168.1.109,"80 sources, 1500 packets → 192.168.1.109 in 17 s",Decision Tree
2025-08-07 00:29:37,SYN Flood,102.122.195.70,192.168.1.109,"SYN flood from 102.122.195.70, 1000 SYN packets in 5 s",Decision Tree
2025-08-07 10:57:53,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 966 packets to 192.168.1.109 in 9 s,Random Forest
2025-08-07 19:21:17,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 1437 SYN packets in 2 s",Decision Tree
2025-08-08 09:22:09,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 1308 SYN packets in 10 s",Decision Tree
2025-08-08 10:29:57,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 850 packets to 192.168.1.109 in 20 s,Linear SVM
2025-08-06 23:30:41,DoS,207.106.9.199,192.168.1.109,207.106.9.199 sent 926 packets to 192.168.1.109 in 14 s,Linear SVM
2025-08-08 07:12:27,DDoS,116.17.206.208,192.168.1.109,"43 sources, 3822 packets → 192.168.1.109 in 15 s",Linear SVM
2025-08-08 00:07:56,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 1588 packets to 192.168.1.109 in 6 s,Linear SVM
2025-08-07 00:30:56,DDoS,160.131.131.225,192.168.1.109,"87 sources, 2719 packets → 192.168.1.109 in 15 s",Random Forest
2025-08-08 11:56:57,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 782 SYN packets in 8 s",Linear SVM
2025-08-08 04:04:40,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 1084 packets to 192.168.1.109 in 10 s,Linear SVM
2025-08-07 06:35:37,SYN Flood,202.144.204.132,192.168.1.109,"SYN flood from 202.144.204.132, 1145 SYN packets in 7 s",Random Forest
2025-08-07 13:22:34,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 959 packets to 192.168.1.109 in 20 s,Random Forest
2025-08-08 07:48:09,SYN Flood,102.122.195.70,192.168.1.109,"SYN flood from 102.122.195.70, 767 SYN packets in 3 s",Random Forest
